SEDE_ATENCION|DISTRITO_ATENCION|PROVINCIA_ATENCION|DEPARTAMENTO_ATENCION|SEXO|EDAD|PROVINCIA_BENEFICIARIO|DEPARTAMENTO_BENEFICIARIO|NACIONALIDAD|ANIO_TRAMITE|MES_TRAMITE|TIPO_TRAMITE|CANTIDAD|FECHA_PROCESO
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAMANA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAYLLOMA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CAYLLOMA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ISLAY|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|AUSTRIACA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|BRASILERA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CHINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|COLOMBIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAMANA|AREQUIPA|COLOMBIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|COLOMBIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|TRUJILLO|LA LIBERTAD|COLOMBIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|ESTADOUNIDENSE|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|3|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|FRANCESA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|NEERLANDESA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|POLACA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|46|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|AREQUIPA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAMANA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAYLLOMA|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
AREQUIPA|AREQUIPA|AREQUIPA|AREQUIPA|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ISLAY|AREQUIPA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|ARGENTINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CHICLAYO|LAMBAYEQUE|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LAMBAYEQUE|LAMBAYEQUE|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|CHINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|COLOMBIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CAJAMARCA|CAJAMARCA|ESPAÑOLA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHACHAPOYAS|AMAZONAS|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUALGAYOC|CAJAMARCA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|6|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CHICLAYO|LAMBAYEQUE|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHICLAYO|CHICLAYO|CHICLAYO|LAMBAYEQUE|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LAMBAYEQUE|LAMBAYEQUE|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|ARGENTINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|COSTARRICENSE|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|10|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|SANTA|ANCASH|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|HUARMEY|ANCASH|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SANTA|ANCASH|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|9|2025-10-14
CHIMBOTE|CHIMBOTE|SANTA|ANCASH|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|SANTA|ANCASH|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|ABANCAY|APURIMAC|ALEMANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ALEMANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|ARGENTINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|BOLIVIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|BOLIVIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|CUSCO|CUSCO|BRITANICA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|ESTADOUNIDENSE|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|FILIPINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|FRANCESA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|URUBAMBA|CUSCO|ISRAELI|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|MEXICANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|MEXICANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|7|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|ALEMANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|BOLIVIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|CANADIENSE|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ABANCAY|APURIMAC|CHINA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|ESTADOUNIDENSE|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|HOLANDESA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CALCA|CUSCO|LIBANES|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|CALCA|CUSCO|LIBANES|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CUSCO|CUSCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LA CONVENCION|CUSCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|URUBAMBA|CUSCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-10-14
CUSCO|CUSCO|CUSCO|CUSCO|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|LIMA|LIMA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|BRASILERA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHANCHAMAYO|JUNIN|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|OXAPAMPA|PASCO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|CUBANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAVELICA|HUANCAVELICA|POLACA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CONCEPCION|JUNIN|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANCAYO|JUNIN|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|4|2025-10-14
HUANCAYO|HUANCAYO|HUANCAYO|JUNIN|MASCULINO|MAYOR DE EDAD (18 AÑOS A MÁS)|SATIPO|JUNIN|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUAMANGA|AYACUCHO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|2|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|HUANTA|AYACUCHO|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|CHINCHA|ICA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|3|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|ICA|ICA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|11|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MENOR DE EDAD (0 A 17 AÑOS)|ICA|ICA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
ICA|ICA|ICA|ICA|FEMENINO|MAYOR DE EDAD (18 AÑOS A MÁS)|PISCO|ICA|VENEZOLANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|3|2025-10-14
ICA|ICA|ICA|ICA|MASCULINO|MENOR DE EDAD (0 A 17 AÑOS)|HUAMANGA|AYACUCHO|COLOMBIANA|2025|SEPTIEMBRE|ACTUALIZACIÓN CON EMISIÓN DE DOCUMENTO|1|2025-10-14
